Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
26,What we’re doing in here is so stupid!,Fear of appearing ridiculous (finding),247826009,0.2686,This person has fear of appearing ridiculous (finding).,NEUTRAL,0.0225,0.8987,0.0787,KEEP
26,What we’re doing in here is so stupid!,Illogical thinking (finding),86597007,0.2559,This person has illogical thinking (finding).,ENTAILMENT,0.883,0.1167,0.0004,KEEP
26,What we’re doing in here is so stupid!,Unable to comprehend concept of danger (finding),395663002,0.2356,This person has unable to comprehend concept of danger (finding).,NEUTRAL,0.0073,0.9873,0.0054,KEEP
26,What we’re doing in here is so stupid!,Turning against the self - mental defense mechanism (finding),286689005,0.2252,This person has turning against the self - mental defense mechanism (finding).,ENTAILMENT,0.957,0.0389,0.0041,KEEP
26,What we’re doing in here is so stupid!,Regression - mental defense mechanism (finding),48386003,0.2177,This person has regression - mental defense mechanism (finding).,NEUTRAL,0.2268,0.4578,0.3154,DROP
27,[Very anxious] I feel like I’m going to have a panic attack or faint!,Complaining of panic attack (finding),395017009,0.501,This person has complaining of panic attack (finding).,ENTAILMENT,0.806,0.1637,0.0303,KEEP
27,[Very anxious] I feel like I’m going to have a panic attack or faint!,Feeling nervous (finding),424196004,0.4931,This person has feeling nervous (finding).,ENTAILMENT,0.9919,0.007,0.0011,KEEP
27,[Very anxious] I feel like I’m going to have a panic attack or faint!,Panic attack (finding),225624000,0.4864,This person has panic attack (finding).,CONTRADICTION,0.0167,0.1002,0.883,DROP
27,[Very anxious] I feel like I’m going to have a panic attack or faint!,Severe anxiety (panic) (finding),80583007,0.4834,This person has severe anxiety (panic) (finding).,ENTAILMENT,0.9618,0.0348,0.0034,KEEP
27,[Very anxious] I feel like I’m going to have a panic attack or faint!,Anxiety about fainting (finding),277833004,0.4819,This person has anxiety about fainting (finding).,NEUTRAL,0.0131,0.981,0.0058,KEEP
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Feeling dirty (finding),225011004,0.3869,This person has feeling dirty (finding).,ENTAILMENT,0.9664,0.0333,0.0003,KEEP
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Sexually obscene thoughts (finding),247652001,0.3625,This person has sexually obscene thoughts (finding).,NEUTRAL,0.0049,0.9946,0.0004,KEEP
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Compulsive handwashing (finding),247966009,0.3606,This person has compulsive handwashing (finding).,NEUTRAL,0.0022,0.6843,0.3135,KEEP
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Ritual hand washing (finding),403591002,0.3569,This person has ritual hand washing (finding).,NEUTRAL,0.0005,0.9624,0.0372,KEEP
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Obsessional thoughts of contamination (finding),247879004,0.3318,This person has obsessional thoughts of contamination (finding).,NEUTRAL,0.0078,0.9917,0.0005,KEEP
29,"[Crying, raised voice] I can’t do this!",Crying (observable entity),28263002,0.3274,This person has crying (observable entity).,ENTAILMENT,0.9976,0.0022,0.0003,KEEP
29,"[Crying, raised voice] I can’t do this!",Difficulty controlling emotions (finding),285852000,0.2917,This person has difficulty controlling emotions (finding).,NEUTRAL,0.0983,0.8982,0.0035,KEEP
29,"[Crying, raised voice] I can’t do this!",Unable to control emotions (finding),285851007,0.2894,This person has unable to control emotions (finding).,NEUTRAL,0.0586,0.9305,0.0109,KEEP
29,"[Crying, raised voice] I can’t do this!",Emotional upset (finding),309838005,0.2832,This person has emotional upset (finding).,ENTAILMENT,0.9913,0.0083,0.0004,KEEP
29,"[Crying, raised voice] I can’t do this!",Suppressed emotion (finding),247792007,0.2762,This person has suppressed emotion (finding).,CONTRADICTION,0.0107,0.0045,0.9849,DROP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Difficulty controlling emotions (finding),285852000,0.4713,This person has difficulty controlling emotions (finding).,NEUTRAL,0.0417,0.936,0.0223,KEEP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Unable to understand own emotions (finding),285845002,0.4416,This person has unable to understand own emotions (finding).,NEUTRAL,0.1443,0.7875,0.0682,KEEP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Difficulty understanding own emotions (finding),286569004,0.4229,This person has difficulty understanding own emotions (finding).,NEUTRAL,0.3091,0.6682,0.0227,KEEP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Unable to control emotions (finding),285851007,0.419,This person has unable to control emotions (finding).,CONTRADICTION,0.0115,0.1329,0.8556,DROP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Feeling bad (finding),225013001,0.4135,This person has feeling bad (finding).,ENTAILMENT,0.9899,0.0085,0.0016,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Complaining of panic attack (finding),395017009,0.3981,This person has complaining of panic attack (finding).,NEUTRAL,0.361,0.6302,0.0088,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Panic attack (finding),225624000,0.3874,This person has panic attack (finding).,NEUTRAL,0.0244,0.9666,0.009,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Situational panic attack (finding),231502005,0.3817,This person has situational panic attack (finding).,ENTAILMENT,0.8775,0.1175,0.005,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Panic (finding),79823003,0.3731,This person has panic (finding).,ENTAILMENT,0.9736,0.0233,0.0031,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Wanting to die (finding),225876004,0.3657,This person has wanting to die (finding).,NEUTRAL,0.0581,0.6705,0.2714,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Attitude towards care (observable entity),704393002,0.3043,This person has attitude towards care (observable entity).,ENTAILMENT,0.9935,0.005,0.0015,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Anxiety about appearing ridiculous (finding),277838008,0.273,This person has anxiety about appearing ridiculous (finding).,NEUTRAL,0.0043,0.9906,0.0051,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Conflicting attitude towards care (finding),704344007,0.2723,This person has conflicting attitude towards care (finding).,ENTAILMENT,0.9918,0.0077,0.0005,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Manipulative personality (finding),309711009,0.2687,This person has manipulative personality (finding).,NEUTRAL,0.0761,0.9234,0.0005,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Arrogant character (finding),286766008,0.2635,This person has arrogant character (finding).,NEUTRAL,0.0359,0.9637,0.0004,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Repressing thoughts (finding),224988005,0.5462,This person has repressing thoughts (finding).,CONTRADICTION,0.0031,0.4873,0.5097,DROP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Racing thoughts (finding),285303006,0.5444,This person has racing thoughts (finding).,NEUTRAL,0.0019,0.9948,0.0033,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Rumination - thoughts (finding),86110000,0.5043,This person has rumination - thoughts (finding).,NEUTRAL,0.0465,0.8118,0.1418,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Positive self thoughts (finding),225446002,0.5015,This person has positive self thoughts (finding).,NEUTRAL,0.0012,0.7898,0.209,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Intrusive thoughts (finding),225445003,0.487,This person has intrusive thoughts (finding).,NEUTRAL,0.0053,0.9823,0.0125,KEEP
34,I know I’m a terrible mother.,Worried about being a bad mother (finding),225641003,0.6385,This person has worried about being a bad mother (finding).,NEUTRAL,0.0019,0.9963,0.0018,KEEP
34,I know I’m a terrible mother.,Worried about being a bad father (finding),225640002,0.5729,This person has worried about being a bad father (finding).,CONTRADICTION,0.0017,0.0117,0.9867,DROP
34,I know I’m a terrible mother.,Mothered excessively (finding),225809007,0.5,This person has mothered excessively (finding).,ENTAILMENT,0.9392,0.0606,0.0002,KEEP
34,I know I’m a terrible mother.,Deficient knowledge of parenting (finding),713447003,0.4411,This person has deficient knowledge of parenting (finding).,NEUTRAL,0.0122,0.9856,0.0023,KEEP
34,I know I’m a terrible mother.,Ineffective parenthood (finding),52455008,0.3967,This person has ineffective parenthood (finding).,ENTAILMENT,0.9801,0.0197,0.0002,KEEP
35,I’m a total failure.,Feeling a failure (finding),225010003,0.5292,This person has feeling a failure (finding).,ENTAILMENT,0.7657,0.2249,0.0093,KEEP
35,I’m a total failure.,Feeling bad (finding),225013001,0.3601,This person has feeling bad (finding).,ENTAILMENT,0.941,0.058,0.001,KEEP
35,I’m a total failure.,Feeling despair (finding),17029006,0.3576,This person has feeling despair (finding).,ENTAILMENT,0.952,0.0477,0.0003,KEEP
35,I’m a total failure.,Feeling hopeless (finding),307077003,0.3562,This person has feeling hopeless (finding).,ENTAILMENT,0.8374,0.1619,0.0008,KEEP
35,I’m a total failure.,Inadequate personality (finding),267072000,0.3347,This person has inadequate personality (finding).,ENTAILMENT,0.7497,0.2499,0.0005,KEEP
36,I know the job interview is going to go poorly; they always do.,Examination phobia (finding),280947008,0.3336,This person has examination phobia (finding).,NEUTRAL,0.001,0.9937,0.0053,KEEP
36,I know the job interview is going to go poorly; they always do.,On examination - fearful mood (finding),417620007,0.3304,This person has on examination - fearful mood (finding).,NEUTRAL,0.0288,0.9659,0.0054,KEEP
36,I know the job interview is going to go poorly; they always do.,Feeling nervous (finding),424196004,0.3161,This person has feeling nervous (finding).,ENTAILMENT,0.8911,0.1082,0.0007,KEEP
36,I know the job interview is going to go poorly; they always do.,Examination fear (finding),231508009,0.3159,This person has examination fear (finding).,ENTAILMENT,0.9539,0.0442,0.0018,KEEP
36,I know the job interview is going to go poorly; they always do.,On examination - anxious (finding),162723006,0.2834,This person has on examination - anxious (finding).,NEUTRAL,0.1296,0.8595,0.011,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Fear of social gatherings (finding),247840005,0.4354,This person has fear of social gatherings (finding).,NEUTRAL,0.0115,0.9838,0.0048,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Psychosocial problems related to multiparity (finding),288571000119100,0.3331,This person has psychosocial problems related to multiparity (finding).,NEUTRAL,0.0047,0.9896,0.0058,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Feeling lonely (finding),267076002,0.3291,This person has feeling lonely (finding).,ENTAILMENT,0.9227,0.0744,0.0029,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Fear of being in a small group (finding),247839008,0.3037,This person has fear of being in a small group (finding).,NEUTRAL,0.3073,0.6902,0.0025,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Sociable mood (finding),225455004,0.3009,This person has sociable mood (finding).,CONTRADICTION,0.0039,0.0044,0.9917,DROP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Negative automatic thoughts (finding),247653006,0.6943,This person has negative automatic thoughts (finding).,NEUTRAL,0.424,0.5586,0.0174,KEEP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Positive thoughts (finding),225661009,0.6096,This person has positive thoughts (finding).,CONTRADICTION,0.0009,0.0025,0.9967,DROP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Positive self thoughts (finding),225446002,0.6054,This person has positive self thoughts (finding).,CONTRADICTION,0.0008,0.0035,0.9957,DROP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Harmful thoughts (finding),162314006,0.6036,This person has harmful thoughts (finding).,ENTAILMENT,0.6578,0.3389,0.0033,KEEP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Intrusive thoughts (finding),225445003,0.6017,This person has intrusive thoughts (finding).,NEUTRAL,0.0067,0.9918,0.0015,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",Altered thought processes (finding),78633001,0.4817,This person has altered thought processes (finding).,ENTAILMENT,0.394,0.363,0.243,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",Mood-incongruent delusion (finding),53138005,0.4518,This person has mood-incongruent delusion (finding).,ENTAILMENT,0.8653,0.1263,0.0084,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",False memories (finding),283997008,0.4474,This person has false memories (finding).,NEUTRAL,0.1326,0.8133,0.054,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",Disinhibited thoughts (finding),247655004,0.4454,This person has disinhibited thoughts (finding).,ENTAILMENT,0.9212,0.0723,0.0065,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",Repressing thoughts (finding),224988005,0.4443,This person has repressing thoughts (finding).,NEUTRAL,0.011,0.9766,0.0124,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling despair (finding),17029006,0.452,This person has feeling despair (finding).,ENTAILMENT,0.9937,0.0053,0.001,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling hopeless (finding),307077003,0.4385,This person has feeling hopeless (finding).,ENTAILMENT,0.9924,0.0055,0.0021,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling of discouragement (finding),9066006,0.42,This person has feeling of discouragement (finding).,ENTAILMENT,0.9918,0.0076,0.0006,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling a failure (finding),225010003,0.4091,This person has feeling a failure (finding).,ENTAILMENT,0.9803,0.0184,0.0013,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling empty (finding),225014007,0.4037,This person has feeling empty (finding).,ENTAILMENT,0.9926,0.0066,0.0008,KEEP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Positive self thoughts (finding),225446002,0.5035,This person has positive self thoughts (finding).,CONTRADICTION,0.0009,0.0029,0.9962,DROP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Repressing thoughts (finding),224988005,0.4988,This person has repressing thoughts (finding).,NEUTRAL,0.0187,0.9536,0.0277,KEEP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Negative automatic thoughts (finding),247653006,0.496,This person has negative automatic thoughts (finding).,NEUTRAL,0.016,0.9726,0.0115,KEEP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Harmful thoughts (finding),162314006,0.4649,This person has harmful thoughts (finding).,NEUTRAL,0.1572,0.8339,0.009,KEEP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Preoccupied with emotional problems (finding),225001006,0.4617,This person has preoccupied with emotional problems (finding).,ENTAILMENT,0.9733,0.0261,0.0007,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Acting out - mental defense mechanism (finding),286662000,0.4809,This person has acting out - mental defense mechanism (finding).,ENTAILMENT,0.7807,0.2136,0.0057,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Able to control emotions (finding),285850008,0.4784,This person has able to control emotions (finding).,ENTAILMENT,0.9756,0.0237,0.0006,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Difficulty controlling emotions (finding),285852000,0.4734,This person has difficulty controlling emotions (finding).,ENTAILMENT,0.6869,0.3125,0.0006,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Thoughts of violence (finding),285263006,0.4697,This person has thoughts of violence (finding).,NEUTRAL,0.0011,0.9924,0.0065,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Tends to allow anger to build up (finding),286791008,0.4673,This person has tends to allow anger to build up (finding).,NEUTRAL,0.0093,0.9904,0.0003,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Feeling a failure (finding),225010003,0.4049,This person has feeling a failure (finding).,ENTAILMENT,0.825,0.1728,0.0022,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Unable to understand own emotions (finding),285845002,0.3401,This person has unable to understand own emotions (finding).,NEUTRAL,0.0539,0.9406,0.0055,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Incongruent personal expectations (finding),422781006,0.3397,This person has incongruent personal expectations (finding).,ENTAILMENT,0.9602,0.0383,0.0015,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Difficulty understanding own emotions (finding),286569004,0.3394,This person has difficulty understanding own emotions (finding).,NEUTRAL,0.3879,0.6096,0.0025,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Victim of consistent negative messages (finding),423402005,0.3351,This person has victim of consistent negative messages (finding).,NEUTRAL,0.3752,0.6166,0.0083,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Carer aware of patient's feelings about dying (finding),304244004,0.388,This person has carer aware of patient's feelings about dying (finding).,ENTAILMENT,0.6354,0.3169,0.0477,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Patient aware of carer's feelings about dying (finding),225872002,0.385,This person has patient aware of carer's feelings about dying (finding).,NEUTRAL,0.3088,0.4505,0.2407,DROP
44,"You’re telling me that if my partner died, I should be fine with it?!",Thoughts about dying (finding),225875000,0.3663,This person has thoughts about dying (finding).,ENTAILMENT,0.982,0.0166,0.0014,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Coming to terms with dying (finding),304243005,0.3527,This person has coming to terms with dying (finding).,NEUTRAL,0.0952,0.8497,0.0552,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Grieving before death (finding),225020008,0.3286,This person has grieving before death (finding).,NEUTRAL,0.0312,0.96,0.0088,KEEP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Repetitive questioning (finding),609583009,0.3139,This person has repetitive questioning (finding).,ENTAILMENT,0.9921,0.0074,0.0005,KEEP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Understands principles of advocacy (finding),225838005,0.2756,This person has understands principles of advocacy (finding).,CONTRADICTION,0.0174,0.0342,0.9483,DROP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Feeling frustrated (finding),224973000,0.2303,This person has feeling frustrated (finding).,ENTAILMENT,0.9804,0.0178,0.0018,KEEP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Finding relating to autonomy and empowerment (finding),225790006,0.2265,This person has finding relating to autonomy and empowerment (finding).,NEUTRAL,0.1544,0.544,0.3016,KEEP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Knows the complaints procedure (finding),225797009,0.2249,This person has knows the complaints procedure (finding).,CONTRADICTION,0.0438,0.4419,0.5144,DROP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Repressing thoughts (finding),224988005,0.6107,This person has repressing thoughts (finding).,NEUTRAL,0.0068,0.8137,0.1795,KEEP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Negative automatic thoughts (finding),247653006,0.6101,This person has negative automatic thoughts (finding).,CONTRADICTION,0.0024,0.03,0.9676,DROP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Positive self thoughts (finding),225446002,0.5908,This person has positive self thoughts (finding).,NEUTRAL,0.0499,0.7798,0.1703,KEEP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Positive thoughts (finding),225661009,0.5381,This person has positive thoughts (finding).,NEUTRAL,0.082,0.7642,0.1538,KEEP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Ability to resist thoughts (observable entity),285258007,0.5085,This person has ability to resist thoughts (observable entity).,NEUTRAL,0.0172,0.9533,0.0295,KEEP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Rationalization - mental defense mechanism (finding),286683006,0.4058,This person has rationalization - mental defense mechanism (finding).,NEUTRAL,0.3916,0.5895,0.0189,KEEP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Irrational thoughts (finding),78205008,0.3751,This person has irrational thoughts (finding).,CONTRADICTION,0.0042,0.0058,0.99,DROP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Negative automatic thoughts (finding),247653006,0.3574,This person has negative automatic thoughts (finding).,ENTAILMENT,0.5865,0.4048,0.0087,KEEP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Turning against the self - mental defense mechanism (finding),286689005,0.3555,This person has turning against the self - mental defense mechanism (finding).,NEUTRAL,0.1725,0.8231,0.0043,KEEP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Delusional projection - mental defense mechanism (finding),286666002,0.3486,This person has delusional projection - mental defense mechanism (finding).,NEUTRAL,0.0026,0.9948,0.0026,KEEP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Difficulty comprehending concept of danger (finding),395664008,0.2845,This person has difficulty comprehending concept of danger (finding).,NEUTRAL,0.0332,0.9505,0.0163,KEEP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Unable to comprehend concept of danger (finding),395663002,0.2747,This person has unable to comprehend concept of danger (finding).,CONTRADICTION,0.0006,0.0117,0.9877,DROP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Delusion of catastrophe (finding),247684008,0.2732,This person has delusion of catastrophe (finding).,ENTAILMENT,0.6571,0.3194,0.0234,KEEP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Depressive delusion of catastrophe (finding),247686005,0.269,This person has depressive delusion of catastrophe (finding).,NEUTRAL,0.0156,0.9759,0.0086,KEEP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Sense of impending doom (finding),712759008,0.2533,This person has sense of impending doom (finding).,ENTAILMENT,0.9142,0.0816,0.0042,KEEP
49,I feel like I’m getting the hang of objective monitoring.,Mental alertness (observable entity),248233002,0.3831,This person has mental alertness (observable entity).,ENTAILMENT,0.9727,0.0249,0.0024,KEEP
49,I feel like I’m getting the hang of objective monitoring.,Inattention (finding),22058002,0.3809,This person has inattention (finding).,CONTRADICTION,0.0006,0.0005,0.9989,DROP
49,I feel like I’m getting the hang of objective monitoring.,On examination - vigilance (finding),417014005,0.3799,This person has on examination - vigilance (finding).,ENTAILMENT,0.9772,0.019,0.0038,KEEP
49,I feel like I’m getting the hang of objective monitoring.,Selective inattention (finding),25124003,0.3776,This person has selective inattention (finding).,CONTRADICTION,0.0006,0.0013,0.9982,DROP
49,I feel like I’m getting the hang of objective monitoring.,Awareness of rules and boundaries (observable entity),225850004,0.3723,This person has awareness of rules and boundaries (observable entity).,ENTAILMENT,0.9858,0.013,0.0011,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Racing thoughts (finding),285303006,0.4732,This person has racing thoughts (finding).,NEUTRAL,0.002,0.9945,0.0035,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Repressing thoughts (finding),224988005,0.4722,This person has repressing thoughts (finding).,NEUTRAL,0.0026,0.5975,0.3999,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Rumination - thoughts (finding),86110000,0.4549,This person has rumination - thoughts (finding).,NEUTRAL,0.0294,0.8608,0.1097,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Positive self thoughts (finding),225446002,0.4278,This person has positive self thoughts (finding).,NEUTRAL,0.0008,0.7033,0.2959,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Intrusive thoughts (finding),225445003,0.4216,This person has intrusive thoughts (finding).,NEUTRAL,0.0034,0.9837,0.013,KEEP
51,"OK, what do we do now that we’ve created an exposure hierarchy?",Level of interest (observable entity),247752005,0.2584,This person has level of interest (observable entity).,ENTAILMENT,0.7734,0.1992,0.0274,KEEP
52,What do we do next with this exposure thing?,Witness of indecent exposure (finding),242973005,0.2902,This person has witness of indecent exposure (finding).,NEUTRAL,0.005,0.994,0.001,KEEP
52,What do we do next with this exposure thing?,Exciting ideas (finding),247623004,0.28,This person has exciting ideas (finding).,NEUTRAL,0.0048,0.9898,0.0053,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Emotional state finding (finding),106126000,0.6026,This person has emotional state finding (finding).,CONTRADICTION,0.12,0.3585,0.5215,DROP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Showing emotion (finding),288545008,0.5854,This person has showing emotion (finding).,ENTAILMENT,0.866,0.0853,0.0487,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Emotion (observable entity),285854004,0.5815,This person has emotion (observable entity).,ENTAILMENT,0.9142,0.0718,0.0141,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Finding of capacity for emotion (finding),365151003,0.5792,This person has finding of capacity for emotion (finding).,ENTAILMENT,0.7766,0.1347,0.0887,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Finding of expression of emotions (finding),365186001,0.5699,This person has finding of expression of emotions (finding).,CONTRADICTION,0.0891,0.2499,0.661,DROP
54,I’m not sure I’m ready to do this on my own.,Difficulty making plans (finding),247584000,0.3268,This person has difficulty making plans (finding).,NEUTRAL,0.0195,0.9803,0.0002,KEEP
54,I’m not sure I’m ready to do this on my own.,Planning suicide (finding),247650009,0.3201,This person has planning suicide (finding).,NEUTRAL,0.0018,0.9875,0.0107,KEEP
54,I’m not sure I’m ready to do this on my own.,Feeling nervous (finding),424196004,0.3003,This person has feeling nervous (finding).,ENTAILMENT,0.7807,0.2192,0.0002,KEEP
54,I’m not sure I’m ready to do this on my own.,Ready for enhanced self-care (finding),425886001,0.293,This person has ready for enhanced self-care (finding).,CONTRADICTION,0.0007,0.0022,0.9971,DROP
54,I’m not sure I’m ready to do this on my own.,Difficulty in thinking independently (finding),285257002,0.2869,This person has difficulty in thinking independently (finding).,NEUTRAL,0.322,0.6778,0.0002,KEEP
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Tends to be disorganized (finding),286817002,0.4146,This person has tends to be disorganized (finding).,ENTAILMENT,0.9884,0.011,0.0006,KEEP
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Character trait finding of personal organization (finding),286758004,0.4094,This person has character trait finding of personal organization (finding).,NEUTRAL,0.2643,0.6626,0.0731,KEEP
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Tends to be preoccupied with order (finding),286816006,0.4065,This person has tends to be preoccupied with order (finding).,ENTAILMENT,0.9879,0.0087,0.0034,KEEP
