Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Sexually obscene thoughts (finding),247652001,0.3625,"This person has sexually obscene thoughts (finding), which involves psychological function (observable entity), functional observable (observable entity), cognitive functions (observable entity), erotic interest (observable entity).",NEUTRAL,0.0267,0.9702,0.0031,KEEP
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Compulsive handwashing (finding),247966009,0.3606,"This person has compulsive handwashing (finding), which involves psychological function (observable entity), behavior observable (observable entity).",NEUTRAL,0.0025,0.9779,0.0196,KEEP
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Ritual hand washing (finding),403591002,0.3569,"This person has ritual hand washing (finding), which involves psychological function (observable entity), behavior observable (observable entity), emotion (observable entity).",NEUTRAL,0.0021,0.9831,0.0148,KEEP
28,"[Disgusted, looking away] Ugh. Ahh. That is disgusting! I am not looking at that or touching it!",Obsessional thoughts of contamination (finding),247879004,0.3318,"This person has obsessional thoughts of contamination (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0821,0.9165,0.0014,KEEP
29,"[Crying, raised voice] I can’t do this!",Crying (observable entity),28263002,0.3274,This person has crying (observable entity).,ENTAILMENT,0.9976,0.0022,0.0003,KEEP
29,"[Crying, raised voice] I can’t do this!",Difficulty controlling emotions (finding),285852000,0.2917,"This person has difficulty controlling emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control emotions (observable entity).",ENTAILMENT,0.6229,0.3767,0.0004,KEEP
29,"[Crying, raised voice] I can’t do this!",Unable to control emotions (finding),285851007,0.2894,"This person has unable to control emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control emotions (observable entity).",NEUTRAL,0.1291,0.8242,0.0467,KEEP
29,"[Crying, raised voice] I can’t do this!",Emotional upset (finding),309838005,0.2832,"This person has emotional upset (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9696,0.0301,0.0003,KEEP
29,"[Crying, raised voice] I can’t do this!",Suppressed emotion (finding),247792007,0.2762,"This person has suppressed emotion (finding), which involves psychological function (observable entity), emotion (observable entity), expression of emotions (observable entity).",NEUTRAL,0.0406,0.9469,0.0126,KEEP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Difficulty controlling emotions (finding),285852000,0.4713,"This person has difficulty controlling emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control emotions (observable entity).",NEUTRAL,0.0165,0.9716,0.0119,KEEP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Unable to understand own emotions (finding),285845002,0.4416,"This person has unable to understand own emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to understand own emotions (observable entity).",NEUTRAL,0.0787,0.496,0.4253,DROP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Difficulty understanding own emotions (finding),286569004,0.4229,"This person has difficulty understanding own emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to understand own emotions (observable entity).",NEUTRAL,0.0282,0.9565,0.0154,KEEP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Unable to control emotions (finding),285851007,0.419,"This person has unable to control emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control emotions (observable entity).",CONTRADICTION,0.0244,0.26,0.7156,DROP
30,"You don’t understand. I want to stop feeling sad, not practice feeling sad. I’m already pretty freaking great at feeling bad. So, I really don’t need more practice at that!",Feeling bad (finding),225013001,0.4135,"This person has feeling bad (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9456,0.0493,0.0052,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Complaining of panic attack (finding),395017009,0.3981,"This person has complaining of panic attack (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.6344,0.3599,0.0056,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Panic attack (finding),225624000,0.3874,"This person has panic attack (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0235,0.9737,0.0028,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Situational panic attack (finding),231502005,0.3817,"This person has situational panic attack (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.094,0.9034,0.0025,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Panic (finding),79823003,0.3731,"This person has panic (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9188,0.0769,0.0043,KEEP
31,Oh my god . . . Oh my god . . . I’m dying! I can’t breathe! Help me!,Wanting to die (finding),225876004,0.3657,"This person has wanting to die (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.1499,0.7293,0.1208,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Attitude towards care (observable entity),704393002,0.3043,This person has attitude towards care (observable entity).,ENTAILMENT,0.9935,0.005,0.0015,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Anxiety about appearing ridiculous (finding),277838008,0.273,"This person has anxiety about appearing ridiculous (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0138,0.9824,0.0037,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Conflicting attitude towards care (finding),704344007,0.2723,"This person has conflicting attitude towards care (finding), which involves psychological function (observable entity), attitude towards care (observable entity).",ENTAILMENT,0.9876,0.0114,0.001,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Manipulative personality (finding),309711009,0.2687,"This person has manipulative personality (finding), which involves psychological function (observable entity).",NEUTRAL,0.0406,0.9578,0.0016,KEEP
32,I don’t think you really care about me! You just pretend to like me because it’s your job!,Arrogant character (finding),286766008,0.2635,"This person has arrogant character (finding), which involves psychological function (observable entity).",NEUTRAL,0.1119,0.8872,0.0009,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Repressing thoughts (finding),224988005,0.5462,"This person has repressing thoughts (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.003,0.7197,0.2773,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Racing thoughts (finding),285303006,0.5444,"This person has racing thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity), thought process (observable entity), speed of thought (observable entity).",NEUTRAL,0.0038,0.9901,0.0061,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Rumination - thoughts (finding),86110000,0.5043,"This person has rumination - thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0144,0.9696,0.016,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Positive self thoughts (finding),225446002,0.5015,"This person has positive self thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0011,0.9779,0.0211,KEEP
33,I’m still trying to get the hang of identifying my thoughts. What should I plan for next week?,Intrusive thoughts (finding),225445003,0.487,"This person has intrusive thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0033,0.989,0.0078,KEEP
34,I know I’m a terrible mother.,Worried about being a bad mother (finding),225641003,0.6385,"This person has worried about being a bad mother (finding), which involves psychological function (observable entity), detail of care and support circumstances and networks (observable entity), parenting behavior (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0124,0.9828,0.0048,KEEP
34,I know I’m a terrible mother.,Worried about being a bad father (finding),225640002,0.5729,"This person has worried about being a bad father (finding), which involves psychological function (observable entity), detail of care and support circumstances and networks (observable entity), parenting behavior (observable entity), emotion (observable entity), cognitive functions (observable entity).",CONTRADICTION,0.0071,0.0236,0.9694,DROP
34,I know I’m a terrible mother.,Mothered excessively (finding),225809007,0.5,"This person has mothered excessively (finding), which involves psychological function (observable entity), behavior observable (observable entity).",NEUTRAL,0.4248,0.5751,0.0002,KEEP
34,I know I’m a terrible mother.,Deficient knowledge of parenting (finding),713447003,0.4411,"This person has deficient knowledge of parenting (finding), which involves psychological function (observable entity), cognitive functions (observable entity), knowledge level: parenting (observable entity).",NEUTRAL,0.0079,0.9889,0.0032,KEEP
34,I know I’m a terrible mother.,Ineffective parenthood (finding),52455008,0.3967,"This person has ineffective parenthood (finding), which involves psychological function (observable entity), detail of care and support circumstances and networks (observable entity), parenting behavior (observable entity).",NEUTRAL,0.4257,0.5706,0.0037,KEEP
35,I’m a total failure.,Feeling a failure (finding),225010003,0.5292,"This person has feeling a failure (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.6855,0.3078,0.0067,KEEP
35,I’m a total failure.,Feeling bad (finding),225013001,0.3601,"This person has feeling bad (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.772,0.2262,0.0018,KEEP
35,I’m a total failure.,Feeling despair (finding),17029006,0.3576,"This person has feeling despair (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.3276,0.6706,0.0017,KEEP
35,I’m a total failure.,Feeling hopeless (finding),307077003,0.3562,"This person has feeling hopeless (finding), which involves psychological function (observable entity), emotion (observable entity), level of hope (observable entity).",NEUTRAL,0.1592,0.8295,0.0113,KEEP
35,I’m a total failure.,Inadequate personality (finding),267072000,0.3347,"This person has inadequate personality (finding), which involves psychological function (observable entity), general mental state (observable entity).",NEUTRAL,0.0747,0.9248,0.0005,KEEP
36,I know the job interview is going to go poorly; they always do.,Examination phobia (finding),280947008,0.3336,"This person has examination phobia (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0016,0.9967,0.0017,KEEP
36,I know the job interview is going to go poorly; they always do.,On examination - fearful mood (finding),417620007,0.3304,"This person has on examination - fearful mood (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0183,0.9765,0.0052,KEEP
36,I know the job interview is going to go poorly; they always do.,Feeling nervous (finding),424196004,0.3161,"This person has feeling nervous (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0356,0.9581,0.0063,KEEP
36,I know the job interview is going to go poorly; they always do.,Examination fear (finding),231508009,0.3159,"This person has examination fear (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.8421,0.1487,0.0092,KEEP
36,I know the job interview is going to go poorly; they always do.,On examination - anxious (finding),162723006,0.2834,"This person has on examination - anxious (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0357,0.9559,0.0084,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Fear of social gatherings (finding),247840005,0.4354,"This person has fear of social gatherings (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0334,0.9627,0.0038,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Psychosocial problems related to multiparity (finding),288571000119100,0.3331,"This person has psychosocial problems related to multiparity (finding), which involves psychological function (observable entity).",NEUTRAL,0.0101,0.9842,0.0057,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Feeling lonely (finding),267076002,0.3291,"This person has feeling lonely (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.7493,0.2487,0.002,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Fear of being in a small group (finding),247839008,0.3037,"This person has fear of being in a small group (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.1358,0.862,0.0023,KEEP
37,I don’t really know anyone who will be at this party. I know I’ll be miserable.,Sociable mood (finding),225455004,0.3009,"This person has sociable mood (finding), which involves psychological function (observable entity), emotion (observable entity), level of mood (observable entity).",CONTRADICTION,0.0859,0.4223,0.4918,DROP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Negative automatic thoughts (finding),247653006,0.6943,"This person has negative automatic thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.4017,0.5904,0.0079,KEEP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Positive thoughts (finding),225661009,0.6096,"This person has positive thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",CONTRADICTION,0.0018,0.0105,0.9877,DROP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Positive self thoughts (finding),225446002,0.6054,"This person has positive self thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",CONTRADICTION,0.0015,0.008,0.9904,DROP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Harmful thoughts (finding),162314006,0.6036,"This person has harmful thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",ENTAILMENT,0.8043,0.1872,0.0085,KEEP
38,You talk about the importance of thoughts . . . I’m already very aware of my negative thoughts.,Intrusive thoughts (finding),225445003,0.6017,"This person has intrusive thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0083,0.9881,0.0036,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",Altered thought processes (finding),78633001,0.4817,"This person has altered thought processes (finding), which involves psychological function (observable entity), cognitive functions (observable entity), thought process (observable entity).",NEUTRAL,0.3563,0.5999,0.0439,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",Mood-incongruent delusion (finding),53138005,0.4518,"This person has mood-incongruent delusion (finding), which involves psychological function (observable entity), cognitive functions (observable entity), inaccurate judgement (observable entity).",ENTAILMENT,0.7525,0.2235,0.024,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",False memories (finding),283997008,0.4474,"This person has false memories (finding), which involves psychological function (observable entity), cognitive functions (observable entity), memory performance (observable entity), memories (observable entity).",NEUTRAL,0.1148,0.7671,0.1182,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",Disinhibited thoughts (finding),247655004,0.4454,"This person has disinhibited thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",ENTAILMENT,0.7809,0.1991,0.02,KEEP
39,"When we work through these thought records, it’s not hard to come up with alternative evidence and thoughts, but it feels artificial and doesn’t really make me feel better.",Repressing thoughts (finding),224988005,0.4443,"This person has repressing thoughts (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.0132,0.9569,0.0299,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling despair (finding),17029006,0.452,"This person has feeling despair (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.989,0.0105,0.0005,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling hopeless (finding),307077003,0.4385,"This person has feeling hopeless (finding), which involves psychological function (observable entity), emotion (observable entity), level of hope (observable entity).",ENTAILMENT,0.9677,0.027,0.0054,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling of discouragement (finding),9066006,0.42,"This person has feeling of discouragement (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9885,0.0111,0.0004,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling a failure (finding),225010003,0.4091,"This person has feeling a failure (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9764,0.0226,0.001,KEEP
40,I was feeling hopeless and didn’t want to come in today.,Feeling empty (finding),225014007,0.4037,"This person has feeling empty (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9854,0.0135,0.0011,KEEP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Positive self thoughts (finding),225446002,0.5035,"This person has positive self thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",CONTRADICTION,0.0029,0.0153,0.9817,DROP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Repressing thoughts (finding),224988005,0.4988,"This person has repressing thoughts (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.0413,0.87,0.0887,KEEP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Negative automatic thoughts (finding),247653006,0.496,"This person has negative automatic thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0259,0.9661,0.0081,KEEP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Harmful thoughts (finding),162314006,0.4649,"This person has harmful thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.3144,0.6555,0.0301,KEEP
41,How will focusing more on these negative thoughts and feelings make me feel better rather than just feel worse?,Preoccupied with emotional problems (finding),225001006,0.4617,"This person has preoccupied with emotional problems (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",ENTAILMENT,0.9598,0.0382,0.002,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Acting out - mental defense mechanism (finding),286662000,0.4809,"This person has acting out - mental defense mechanism (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.4456,0.5476,0.0068,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Able to control emotions (finding),285850008,0.4784,"This person has able to control emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control emotions (observable entity).",NEUTRAL,0.0956,0.9023,0.002,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Difficulty controlling emotions (finding),285852000,0.4734,"This person has difficulty controlling emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control emotions (observable entity).",NEUTRAL,0.0379,0.9617,0.0004,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Thoughts of violence (finding),285263006,0.4697,"This person has thoughts of violence (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0063,0.9881,0.0056,KEEP
42,"I don’t know... when things get intense, I just act. I don’t have any thoughts; I just act or react.",Tends to allow anger to build up (finding),286791008,0.4673,"This person has tends to allow anger to build up (finding), which involves psychological function (observable entity).",NEUTRAL,0.0041,0.9953,0.0007,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Feeling a failure (finding),225010003,0.4049,"This person has feeling a failure (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0741,0.9208,0.0051,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Unable to understand own emotions (finding),285845002,0.3401,"This person has unable to understand own emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to understand own emotions (observable entity).",NEUTRAL,0.0465,0.9237,0.0298,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Incongruent personal expectations (finding),422781006,0.3397,"This person has incongruent personal expectations (finding), which involves psychological function (observable entity).",ENTAILMENT,0.6787,0.315,0.0063,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Difficulty understanding own emotions (finding),286569004,0.3394,"This person has difficulty understanding own emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to understand own emotions (observable entity).",NEUTRAL,0.186,0.8103,0.0037,KEEP
43,My boss’s evaluation of me was devastating. I’m at a loss. There is no other perspective on this.,Victim of consistent negative messages (finding),423402005,0.3351,"This person has victim of consistent negative messages (finding), which involves psychological function (observable entity), behavior observable (observable entity).",NEUTRAL,0.3554,0.6397,0.0049,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Carer aware of patient's feelings about dying (finding),304244004,0.388,"This person has carer aware of patient's feelings about dying (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.5682,0.3954,0.0364,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Patient aware of carer's feelings about dying (finding),225872002,0.385,"This person has patient aware of carer's feelings about dying (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.5978,0.3374,0.0648,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Thoughts about dying (finding),225875000,0.3663,"This person has thoughts about dying (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9685,0.0307,0.0008,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Coming to terms with dying (finding),304243005,0.3527,"This person has coming to terms with dying (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0673,0.913,0.0196,KEEP
44,"You’re telling me that if my partner died, I should be fine with it?!",Grieving before death (finding),225020008,0.3286,"This person has grieving before death (finding), which involves psychological function (observable entity), social / personal history observable (observable entity), emotion (observable entity).",NEUTRAL,0.0384,0.9559,0.0056,KEEP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Repetitive questioning (finding),609583009,0.3139,"This person has repetitive questioning (finding), which involves psychological function (observable entity), behavior observable (observable entity), functional observable (observable entity), cognitive functions (observable entity), speech and language observable (observable entity).",ENTAILMENT,0.9793,0.0192,0.0015,KEEP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Understands principles of advocacy (finding),225838005,0.2756,"This person has understands principles of advocacy (finding), which involves psychological function (observable entity), behavior observable (observable entity).",CONTRADICTION,0.11,0.2156,0.6744,DROP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Feeling frustrated (finding),224973000,0.2303,"This person has feeling frustrated (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9572,0.0405,0.0024,KEEP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Finding relating to autonomy and empowerment (finding),225790006,0.2265,"This person has finding relating to autonomy and empowerment (finding), which involves psychological function (observable entity), behavior observable (observable entity).",NEUTRAL,0.0646,0.9184,0.017,KEEP
45,"Why do you just keep asking questions, over and over again? It’s really frustrating not to get anything more direct from you.",Knows the complaints procedure (finding),225797009,0.2249,"This person has knows the complaints procedure (finding), which involves psychological function (observable entity), behavior observable (observable entity).",CONTRADICTION,0.0571,0.2408,0.7021,DROP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Repressing thoughts (finding),224988005,0.6107,"This person has repressing thoughts (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.0032,0.715,0.2818,KEEP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Negative automatic thoughts (finding),247653006,0.6101,"This person has negative automatic thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",CONTRADICTION,0.0062,0.141,0.8528,DROP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Positive self thoughts (finding),225446002,0.5908,"This person has positive self thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0113,0.9698,0.0189,KEEP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Positive thoughts (finding),225661009,0.5381,"This person has positive thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0117,0.9719,0.0163,KEEP
46,"I did what you suggested about my thoughts, and it really helped in the moment. Every time I had a negative thought, I just told myself the opposite.",Ability to resist thoughts (observable entity),285258007,0.5085,This person has ability to resist thoughts (observable entity).,NEUTRAL,0.0172,0.9533,0.0295,KEEP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Rationalization - mental defense mechanism (finding),286683006,0.4058,"This person has rationalization - mental defense mechanism (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.0636,0.9169,0.0195,KEEP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Irrational thoughts (finding),78205008,0.3751,"This person has irrational thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",CONTRADICTION,0.0146,0.0552,0.9303,DROP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Negative automatic thoughts (finding),247653006,0.3574,"This person has negative automatic thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.3727,0.6254,0.0019,KEEP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Turning against the self - mental defense mechanism (finding),286689005,0.3555,"This person has turning against the self - mental defense mechanism (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.0216,0.9753,0.0031,KEEP
47,"I don’t like this or find it helpful. My thoughts aren’t irrational or baseless, so I actually find it kind of invalidating and insulting.",Delusional projection - mental defense mechanism (finding),286666002,0.3486,"This person has delusional projection - mental defense mechanism (finding), which involves psychological function (observable entity), cognitive functions (observable entity), mental defense mechanisms (observable entity), thought process (observable entity).",NEUTRAL,0.0036,0.9933,0.0032,KEEP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Difficulty comprehending concept of danger (finding),395664008,0.2845,"This person has difficulty comprehending concept of danger (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",NEUTRAL,0.0198,0.9731,0.007,KEEP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Unable to comprehend concept of danger (finding),395663002,0.2747,"This person has unable to comprehend concept of danger (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",CONTRADICTION,0.0111,0.2368,0.7521,DROP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Delusion of catastrophe (finding),247684008,0.2732,"This person has delusion of catastrophe (finding), which involves psychological function (observable entity), cognitive functions (observable entity), inaccurate judgement (observable entity).",NEUTRAL,0.1962,0.7904,0.0134,KEEP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Depressive delusion of catastrophe (finding),247686005,0.269,"This person has depressive delusion of catastrophe (finding), which involves psychological function (observable entity), cognitive functions (observable entity), inaccurate judgement (observable entity).",NEUTRAL,0.0075,0.9876,0.0049,KEEP
48,"I know I sometimes think in extremes, but what if the worst thing actually did happen? It could.",Sense of impending doom (finding),712759008,0.2533,"This person has sense of impending doom (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",ENTAILMENT,0.9124,0.0836,0.004,KEEP
49,I feel like I’m getting the hang of objective monitoring.,Mental alertness (observable entity),248233002,0.3831,This person has mental alertness (observable entity).,ENTAILMENT,0.9727,0.0249,0.0024,KEEP
49,I feel like I’m getting the hang of objective monitoring.,Inattention (finding),22058002,0.3809,"This person has inattention (finding), which involves attentiveness (observable entity), attention, function (observable entity).",CONTRADICTION,0.0062,0.0196,0.9741,DROP
49,I feel like I’m getting the hang of objective monitoring.,On examination - vigilance (finding),417014005,0.3799,"This person has on examination - vigilance (finding), which involves psychological function (observable entity).",ENTAILMENT,0.8514,0.1242,0.0245,KEEP
49,I feel like I’m getting the hang of objective monitoring.,Selective inattention (finding),25124003,0.3776,"This person has selective inattention (finding), which involves psychological function (observable entity), attentiveness (observable entity).",NEUTRAL,0.0532,0.5415,0.4053,KEEP
49,I feel like I’m getting the hang of objective monitoring.,Awareness of rules and boundaries (observable entity),225850004,0.3723,This person has awareness of rules and boundaries (observable entity).,ENTAILMENT,0.9858,0.013,0.0011,KEEP
